start,end,poi,ground,label_anon
2021-02-26 09:08:58,2021-02-26 09:09:06,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:09:06,2021-02-26 09:09:30,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:09:30,2021-02-26 09:09:36,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:09:36,2021-02-26 09:10:40,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:10:40,2021-02-26 09:10:44,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:10:44,2021-02-26 09:11:20,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 09:11:20,2021-02-26 09:12:05,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:12:05,2021-02-26 09:12:27,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 09:12:27,2021-02-26 09:13:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:13:20,2021-02-26 09:13:35,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 09:13:35,2021-02-26 09:14:28,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:14:28,2021-02-26 09:14:35,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 09:14:35,2021-02-26 09:14:41,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:14:41,2021-02-26 09:17:44,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:17:44,2021-02-26 09:18:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:18:20,2021-02-26 09:19:01,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:19:01,2021-02-26 09:19:26,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:19:26,2021-02-26 09:20:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:20:20,2021-02-26 09:20:35,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:20:35,2021-02-26 09:21:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:21:20,2021-02-26 09:21:46,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:21:46,2021-02-26 09:22:42,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:22:42,2021-02-26 09:24:27,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:24:27,2021-02-26 09:28:27,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 09:27:04,2021-02-26 09:28:30,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 09:28:30,2021-02-26 09:33:10,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 09:28:27,2021-02-26 09:30:22,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:30:22,2021-02-26 09:30:42,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:30:42,2021-02-26 09:31:56,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:31:56,2021-02-26 09:32:22,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:32:22,2021-02-26 09:50:21,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 09:50:21,2021-02-26 09:50:41,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:50:41,2021-02-26 09:51:24,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 09:51:24,2021-02-26 09:53:58,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:53:58,2021-02-26 09:55:34,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 09:32:20,2021-02-26 09:33:10,4240,,label_7
2021-02-26 09:33:10,2021-02-26 09:44:59,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 09:44:59,2021-02-26 10:01:55,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 09:46:00,2021-02-26 09:49:10,"4220, 4230, 4240, 4250",pipe,label_11
2021-02-26 09:50:00,2021-02-26 09:50:18,"4220, 4230, 4240, 4250",pipe,label_11
2021-02-26 09:50:30,2021-02-26 09:50:50,"4220, 4230, 4240, 4250",pipe,label_11
2021-02-26 09:52:40,2021-02-26 09:53:00,4240,,label_7
2021-02-26 09:53:58,2021-02-26 09:54:16,4240,,label_7
2021-02-26 09:54:16,2021-02-26 09:54:50,4240,,label_7
2021-02-26 09:54:50,2021-02-26 09:55:25,4240,,label_7
2021-02-26 09:55:25,2021-02-26 09:55:55,4240,,label_7
2021-02-26 09:55:34,2021-02-26 09:56:09,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:56:09,2021-02-26 09:56:25,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:56:25,2021-02-26 09:57:27,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:57:27,2021-02-26 09:57:50,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:57:50,2021-02-26 09:59:20,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 09:57:52,2021-02-26 09:58:24,4240,,label_7
2021-02-26 09:58:24,2021-02-26 09:58:50,4240,,label_7
2021-02-26 09:58:50,2021-02-26 09:59:10,4240,,label_7
2021-02-26 09:59:20,2021-02-26 09:59:30,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 09:59:30,2021-02-26 10:00:00,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 10:00:00,2021-02-26 10:00:25,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 10:00:25,2021-02-26 10:00:47,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 10:00:47,2021-02-26 10:01:10,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 10:01:10,2021-02-26 10:01:37,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 10:01:37,2021-02-26 10:02:07,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 10:02:07,2021-02-26 10:36:57,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 10:01:55,2021-02-26 10:04:45,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 10:04:45,2021-02-26 10:05:15,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 10:04:48,2021-02-26 10:05:15,4240,asphalt,label_7
2021-02-26 10:05:15,2021-02-26 10:36:57,"4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 11:48:30,2021-02-26 12:58:30,"4210, 4250, 4260",asphalt,label_6
2021-02-26 11:48:30,2021-02-26 11:57:00,"4210, 4250, 4260",pipe,label_11
2021-02-26 11:57:40,2021-02-26 12:00:27,"4210, 4250, 4260",pipe,label_11
2021-02-26 11:58:36,2021-02-26 11:58:59,"4210, 4250, 4260",asphalt,label_4
2021-02-26 11:58:59,2021-02-26 11:59:02,"4210, 4250, 4260",asphalt,label_1
2021-02-26 11:59:02,2021-02-26 12:01:00,"4210, 4250, 4260",asphalt,label_4
2021-02-26 12:01:00,2021-02-26 12:01:30,"4210, 4250, 4260",asphalt,label_4
2021-02-26 12:01:30,2021-02-26 12:02:01,"4210, 4250, 4260",asphalt,label_4
2021-02-26 12:02:01,2021-02-26 12:02:06,"4210, 4250, 4260",asphalt,label_1
2021-02-26 12:02:06,2021-02-26 12:02:37,"4210, 4250, 4260",asphalt,label_4
2021-02-26 12:02:37,2021-02-26 12:02:41,"4210, 4250, 4260",asphalt,label_1
2021-02-26 12:02:55,2021-02-26 12:02:59,"4210, 4250, 4260",asphalt,label_1
2021-02-26 12:02:59,2021-02-26 12:04:00,"4210, 4250, 4260",asphalt,label_4
2021-02-26 12:01:27,2021-02-26 12:06:26,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:06:36,2021-02-26 12:06:52,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:11:42,2021-02-26 12:16:35,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:17:22,2021-02-26 12:17:30,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:20:53,2021-02-26 12:21:34,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:21:50,2021-02-26 12:24:05,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:24:45,2021-02-26 12:24:52,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:25:09,2021-02-26 12:25:25,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:27:32,2021-02-26 12:30:02,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:31:31,2021-02-26 12:31:42,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:33:07,2021-02-26 12:33:30,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:34:50,2021-02-26 12:38:05,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:38:32,2021-02-26 12:38:46,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:43:00,2021-02-26 12:44:02,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:44:47,2021-02-26 12:46:32,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:48:03,2021-02-26 12:48:28,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:51:30,2021-02-26 12:52:03,"4210, 4250, 4260",pipe,label_11
2021-02-26 12:58:30,2021-02-26 13:21:34,"4210, 4250, 4260",,label_6
2021-02-26 13:21:34,2021-02-26 14:00:00,"4210, 4250, 4260",,label_6
2021-02-26 13:24:50,2021-02-26 13:27:20,"4210, 4250, 4260",pipe,label_11
2021-02-26 13:34:04,2021-02-26 13:34:25,"4210, 4250, 4260",pipe,label_11
2021-02-26 13:37:40,2021-02-26 13:38:18,"4210, 4250, 4260",pipe,label_11
2021-02-26 13:41:18,2021-02-26 13:42:32,"4210, 4250, 4260",,label_11
2021-02-26 13:43:04,2021-02-26 13:46:15,"4210, 4250, 4260",pipe,label_11
